-nan -nan
0.904 0.896
0.872 0.871
0.883 0.883
0.898 0.898
0.909 0.911
0.921 0.929
0.884 0.873
0.884 0.893
0.886 0.881
0.862 0.863
0.862 0.861
0.850 0.853
0.851 0.851
0.829 0.831
0.846 0.841
0.857 0.858
0.845 0.843
0.860 0.861
0.814 0.813
0.840 0.840
0.819 0.824
0.825 0.821
0.799 0.797
0.824 0.825
0.835 0.841
0.816 0.806
0.836 0.843
0.818 0.817
0.833 0.837
0.840 0.837
0.821 0.813
0.825 0.833
0.778 0.773
0.810 0.814
0.842 0.836
0.785 0.794
0.795 0.787
0.827 0.832
0.819 0.820
0.763 0.763
0.812 0.806
0.836 0.840
0.755 0.760
0.809 0.810
0.836 0.834
0.752 0.755
0.792 0.791
0.838 0.825
0.808 0.822
0.782 0.781
0.832 0.830
0.813 0.815
0.776 0.777
0.817 0.817
0.825 0.825
0.773 0.764
0.805 0.814
0.846 0.845
0.771 0.772
0.806 0.804
0.847 0.846
0.760 0.758
0.801 0.794
0.836 0.849
0.824 0.812
0.814 0.826
0.855 0.855
0.803 0.805
0.830 0.829
0.866 0.868
0.785 0.785
0.820 0.821
0.861 0.849
0.806 0.815
0.788 0.793
0.827 0.813
0.795 0.809
0.763 0.764
0.808 0.809
0.821 0.821
0.747 0.746
0.791 0.789
0.822 0.827
0.739 0.727
0.775 0.786
0.815 0.815
0.760 0.750
0.783 0.787
0.814 0.818
0.783 0.783
0.785 0.772
0.806 0.819
0.800 0.793
0.769 0.763
0.801 0.814
0.787 0.781
0.750 0.757
0.800 0.787
