-nan -nan
0.984 0.984
0.962 0.962
0.963 0.963
0.963 0.963
0.964 0.964
0.964 0.964
0.965 0.965
0.965 0.965
0.966 0.966
0.967 0.967
0.967 0.967
0.968 0.968
0.968 0.968
0.969 0.969
0.969 0.969
0.970 0.970
0.970 0.970
0.971 0.971
0.971 0.971
0.972 0.972
0.972 0.972
0.973 0.973
0.973 0.973
0.974 0.974
0.974 0.974
0.974 0.974
0.975 0.975
0.975 0.975
0.976 0.976
0.976 0.976
0.976 0.976
0.977 0.977
0.977 0.977
0.977 0.977
0.978 0.978
0.978 0.978
0.979 0.979
0.979 0.979
0.979 0.979
0.980 0.980
0.980 0.980
0.981 0.981
0.981 0.981
0.981 0.981
0.982 0.982
0.982 0.982
0.983 0.983
0.983 0.983
0.983 0.983
0.984 0.984
0.984 0.984
0.985 0.985
0.985 0.985
0.985 0.985
0.986 0.986
0.986 0.986
0.986 0.986
0.986 0.986
0.986 0.986
0.987 0.987
0.987 0.987
0.987 0.987
0.987 0.987
0.987 0.987
0.988 0.988
0.988 0.988
0.988 0.988
0.988 0.988
0.988 0.988
0.989 0.989
0.989 0.989
0.989 0.989
0.989 0.989
0.989 0.989
0.990 0.990
0.990 0.990
0.990 0.990
0.990 0.990
0.990 0.990
0.991 0.991
0.991 0.991
0.991 0.991
0.991 0.991
0.991 0.991
0.992 0.992
0.992 0.992
0.992 0.992
0.992 0.992
0.992 0.992
0.992 0.992
0.993 0.993
0.993 0.993
0.993 0.993
0.993 0.993
0.993 0.993
0.994 0.994
0.994 0.994
0.994 0.994
