-nan -nan
0.921 0.848
0.147 0.814
0.860 0.926
0.849 0.865
0.904 0.885
0.793 0.814
0.747 0.748
0.801 0.794
0.872 0.890
0.839 0.854
0.817 0.812
0.719 0.723
0.719 0.735
0.802 0.801
0.831 0.843
0.862 0.861
0.875 0.854
0.856 0.869
0.789 0.796
0.634 0.661
0.745 0.715
0.714 0.719
0.622 0.631
0.692 0.704
0.750 0.735
0.758 0.774
0.835 0.821
0.734 0.748
0.793 0.791
0.822 0.815
0.884 0.885
0.904 0.901
0.926 0.920
0.924 0.936
0.926 0.913
0.844 0.873
0.794 0.787
0.694 0.714
0.629 0.663
0.764 0.720
0.622 0.636
0.690 0.695
0.740 0.727
0.787 0.780
0.814 0.828
0.841 0.835
0.855 0.854
0.866 0.865
0.880 0.873
0.879 0.873
0.796 0.827
0.819 0.806
0.859 0.854
0.837 0.853
0.807 0.809
0.625 0.621
0.696 0.709
0.727 0.718
0.655 0.654
0.737 0.740
0.814 0.807
0.849 0.816
0.850 0.874
0.816 0.792
0.813 0.842
0.868 0.866
0.887 0.894
0.918 0.910
0.921 0.926
0.908 0.903
0.756 0.772
0.725 0.733
0.820 0.824
0.781 0.784
0.667 0.672
0.772 0.771
0.857 0.870
0.894 0.881
0.920 0.922
0.939 0.932
0.941 0.955
0.980 0.966
0.937 0.950
0.924 0.918
0.836 0.850
0.804 0.793
0.728 0.748
0.695 0.698
0.688 0.710
0.646 0.645
0.610 0.622
0.704 0.699
0.739 0.726
0.773 0.773
0.814 0.817
0.839 0.829
0.854 0.863
0.944 0.944
