-nan -nan
0.914 0.919
0.870 0.871
0.908 0.913
0.936 0.925
0.969 0.966
0.974 0.973
0.980 0.987
0.991 0.985
0.993 0.997
0.976 0.978
0.995 0.996
0.996 0.995
0.963 0.974
0.981 0.971
0.946 0.961
0.960 0.945
0.960 0.968
0.946 0.939
0.973 0.973
0.978 0.980
0.921 0.937
0.978 0.966
0.943 0.943
0.921 0.921
0.929 0.944
0.872 0.871
0.913 0.898
0.867 0.868
0.806 0.806
0.884 0.878
0.778 0.804
0.847 0.823
0.892 0.893
0.803 0.838
0.886 0.861
0.785 0.800
0.818 0.795
0.858 0.854
0.732 0.739
0.807 0.807
0.861 0.880
0.802 0.776
0.847 0.867
0.802 0.817
0.907 0.875
0.836 0.868
0.830 0.817
0.908 0.917
0.819 0.791
0.841 0.843
0.837 0.833
0.804 0.804
0.860 0.860
0.823 0.822
0.853 0.874
0.929 0.905
0.791 0.827
0.856 0.837
0.764 0.769
0.827 0.835
0.851 0.861
0.826 0.813
0.873 0.872
0.736 0.766
0.800 0.804
0.858 0.845
0.717 0.703
0.823 0.823
0.778 0.800
0.800 0.783
0.793 0.792
0.837 0.834
0.885 0.889
0.770 0.773
0.832 0.828
0.799 0.797
0.796 0.796
0.845 0.878
0.821 0.788
0.845 0.844
0.854 0.853
0.842 0.855
0.913 0.898
0.875 0.876
0.882 0.884
0.939 0.932
0.766 0.775
0.897 0.903
0.872 0.867
0.799 0.797
0.889 0.912
0.756 0.763
0.846 0.819
0.773 0.781
0.802 0.805
0.865 0.849
0.738 0.750
0.818 0.816
