-nan -nan
0.517 0.525
0.844 0.841
0.865 0.861
0.855 0.857
0.856 0.853
0.863 0.866
0.839 0.841
0.858 0.858
0.856 0.855
0.858 0.857
0.849 0.849
0.857 0.856
0.850 0.850
0.852 0.852
0.852 0.852
0.858 0.856
0.849 0.851
0.849 0.850
0.848 0.848
0.855 0.856
0.847 0.851
0.854 0.854
0.858 0.857
0.849 0.851
0.849 0.849
0.846 0.848
0.852 0.854
0.847 0.848
0.852 0.852
0.853 0.852
0.846 0.848
0.845 0.850
0.850 0.850
0.854 0.854
0.848 0.850
0.849 0.849
0.854 0.853
0.846 0.846
0.844 0.845
0.847 0.847
0.853 0.851
0.846 0.848
0.847 0.845
0.851 0.852
0.844 0.843
0.847 0.848
0.848 0.848
0.849 0.848
0.846 0.848
0.843 0.845
0.850 0.849
0.845 0.846
0.845 0.846
0.843 0.845
0.853 0.853
0.851 0.852
0.844 0.844
0.849 0.849
0.846 0.845
0.847 0.848
0.843 0.844
0.848 0.850
0.849 0.848
0.842 0.845
0.846 0.845
0.848 0.849
0.847 0.846
0.847 0.848
0.847 0.847
0.846 0.847
0.844 0.844
0.846 0.852
0.852 0.851
0.849 0.849
0.847 0.849
0.846 0.846
0.850 0.849
0.843 0.844
0.845 0.846
0.847 0.847
0.850 0.850
0.847 0.848
0.844 0.841
0.852 0.854
0.846 0.845
0.844 0.846
0.847 0.847
0.847 0.846
0.847 0.848
0.840 0.842
0.848 0.848
0.849 0.847
0.849 0.852
0.845 0.844
0.848 0.849
0.847 0.848
0.842 0.843
0.848 0.849
