nan nan
0.892 0.883
0.824 0.853
0.738 0.737
0.720 0.718
0.793 0.796
0.784 0.787
0.812 0.792
0.854 0.852
0.726 0.743
0.801 0.790
0.845 0.844
0.752 0.775
0.813 0.798
0.809 0.812
0.754 0.759
0.665 0.658
0.568 0.576
0.496 0.496
0.534 0.525
0.462 0.469
0.474 0.473
0.459 0.460
0.460 0.454
0.458 0.456
0.471 0.475
0.451 0.455
0.437 0.433
0.504 0.502
0.429 0.434
0.411 0.414
0.377 0.374
0.402 0.399
0.404 0.408
0.406 0.402
0.404 0.407
0.384 0.387
0.354 0.358
0.334 0.329
0.284 0.283
0.296 0.293
0.303 0.308
0.304 0.303
0.383 0.384
0.388 0.387
0.503 0.498
0.428 0.429
0.440 0.442
0.433 0.426
0.436 0.443
0.435 0.432
0.439 0.441
0.419 0.417
0.431 0.428
0.488 0.487
0.411 0.401
0.379 0.384
0.373 0.378
0.391 0.393
0.377 0.382
0.383 0.376
0.398 0.402
0.498 0.486
0.437 0.443
0.527 0.528
0.490 0.490
0.510 0.518
0.508 0.501
0.479 0.480
0.496 0.493
0.500 0.499
0.482 0.487
0.508 0.507
0.521 0.526
0.480 0.469
0.537 0.541
0.538 0.541
0.520 0.514
0.494 0.503
0.512 0.510
0.534 0.539
0.551 0.546
0.527 0.531
0.491 0.485
0.421 0.427
0.470 0.467
0.425 0.430
0.401 0.396
0.456 0.460
0.553 0.543
0.613 0.622
0.680 0.680
0.683 0.688
0.709 0.710
0.680 0.680
0.690 0.690
0.720 0.722
0.646 0.645
0.657 0.651
