-nan -nan
0.940 0.939
0.930 0.931
0.941 0.941
0.935 0.936
0.943 0.943
0.933 0.933
0.941 0.941
0.934 0.934
0.936 0.935
0.935 0.935
0.942 0.942
0.933 0.934
0.929 0.929
0.938 0.937
0.935 0.935
0.936 0.936
0.937 0.937
0.933 0.933
0.930 0.930
0.932 0.931
0.928 0.930
0.931 0.932
0.925 0.925
0.928 0.929
0.930 0.931
0.932 0.932
0.932 0.932
0.933 0.933
0.932 0.932
0.932 0.932
0.934 0.934
0.935 0.935
0.932 0.933
0.936 0.936
0.939 0.939
0.938 0.938
0.940 0.940
0.940 0.940
0.938 0.938
0.936 0.936
0.936 0.936
0.934 0.934
0.936 0.936
0.935 0.936
0.938 0.938
0.937 0.937
0.938 0.938
0.937 0.938
0.939 0.939
0.938 0.938
0.939 0.939
0.936 0.936
0.933 0.933
0.936 0.936
0.936 0.936
0.934 0.935
0.933 0.934
0.934 0.934
0.929 0.930
0.931 0.933
0.931 0.931
0.934 0.934
0.930 0.930
0.935 0.935
0.936 0.936
0.936 0.936
0.936 0.936
0.938 0.938
0.936 0.936
0.935 0.935
0.934 0.934
0.931 0.931
0.933 0.933
0.931 0.932
0.930 0.931
0.931 0.931
0.931 0.931
0.931 0.931
0.932 0.932
0.933 0.933
0.934 0.934
0.934 0.934
0.936 0.936
0.938 0.938
0.935 0.935
0.933 0.933
0.934 0.934
0.934 0.934
0.930 0.929
0.932 0.931
0.930 0.930
0.934 0.934
0.933 0.933
0.936 0.936
0.935 0.935
0.936 0.936
0.935 0.935
0.933 0.933
