-nan -nan
0.099 0.097
0.382 0.346
0.609 0.528
0.126 0.128
0.227 0.233
0.704 0.695
0.933 0.941
0.944 0.941
0.940 0.941
0.945 0.944
0.944 0.946
0.944 0.942
0.921 0.920
0.942 0.941
0.928 0.925
0.929 0.926
0.925 0.926
0.948 0.948
0.945 0.943
0.935 0.935
0.933 0.933
0.931 0.929
0.925 0.925
0.952 0.951
0.949 0.951
0.940 0.938
0.932 0.930
0.946 0.946
0.939 0.938
0.943 0.942
0.946 0.947
0.941 0.940
0.935 0.935
0.931 0.931
0.935 0.936
0.932 0.927
0.940 0.940
0.950 0.950
0.943 0.943
0.934 0.933
0.924 0.923
0.936 0.938
0.947 0.948
0.941 0.940
0.943 0.941
0.941 0.940
0.947 0.951
0.950 0.951
0.946 0.947
0.952 0.952
0.944 0.945
0.949 0.950
0.943 0.941
0.933 0.934
0.928 0.930
0.942 0.942
0.941 0.940
0.933 0.932
0.948 0.947
0.949 0.950
0.940 0.940
0.948 0.948
0.948 0.946
0.948 0.947
0.956 0.955
0.944 0.943
0.938 0.938
0.952 0.954
0.946 0.948
0.955 0.957
0.944 0.943
0.931 0.928
0.938 0.938
0.938 0.938
0.934 0.936
0.958 0.961
0.960 0.959
0.950 0.947
0.939 0.940
0.911 0.912
0.916 0.919
0.935 0.936
0.949 0.952
0.954 0.954
0.947 0.945
0.939 0.937
0.940 0.939
0.942 0.940
0.947 0.947
0.937 0.934
0.937 0.935
0.937 0.938
0.954 0.953
0.946 0.946
0.946 0.946
0.944 0.943
0.951 0.950
0.936 0.933
