-nan -nan
0.955 0.954
0.970 0.971
0.964 0.964
0.955 0.956
0.896 0.895
0.473 0.473
0.852 0.854
0.704 0.707
0.410 0.409
0.569 0.567
0.634 0.630
0.633 0.634
0.637 0.642
0.679 0.679
0.713 0.713
0.709 0.709
0.731 0.731
0.740 0.740
0.777 0.776
0.810 0.812
0.859 0.860
0.884 0.883
0.307 0.308
0.549 0.545
0.613 0.613
0.647 0.647
0.767 0.767
0.859 0.859
0.854 0.853
0.888 0.888
0.354 0.355
0.484 0.469
0.791 0.800
0.895 0.896
0.938 0.939
0.920 0.918
0.912 0.913
0.899 0.898
0.865 0.865
0.855 0.856
0.866 0.867
0.854 0.853
0.877 0.878
0.563 0.565
0.277 0.278
0.533 0.531
0.869 0.869
0.944 0.944
0.967 0.967
0.953 0.953
0.948 0.948
0.948 0.948
0.754 0.752
0.490 0.488
0.817 0.818
0.339 0.340
0.632 0.629
0.687 0.675
0.725 0.724
0.731 0.729
0.769 0.786
0.829 0.830
0.809 0.808
0.835 0.834
0.846 0.846
0.445 0.447
0.587 0.582
0.715 0.717
0.812 0.808
0.870 0.871
0.864 0.866
0.937 0.938
0.292 0.293
0.690 0.644
0.788 0.786
0.875 0.890
0.921 0.921
0.912 0.911
0.924 0.924
0.899 0.899
0.726 0.729
0.238 0.235
0.679 0.682
0.786 0.787
0.857 0.856
0.876 0.877
0.903 0.902
0.902 0.903
0.881 0.882
0.887 0.886
0.868 0.868
0.885 0.885
0.911 0.911
0.920 0.921
0.497 0.499
0.437 0.433
0.332 0.332
0.566 0.553
