-nan -nan
0.884 0.883
0.835 0.824
0.694 0.719
0.763 0.755
0.837 0.832
0.797 0.820
0.871 0.853
0.868 0.870
0.837 0.833
0.883 0.879
0.902 0.899
0.900 0.893
0.912 0.908
0.882 0.896
0.797 0.761
0.823 0.818
0.892 0.924
0.811 0.815
0.876 0.872
0.940 0.937
0.958 0.957
0.959 0.964
0.949 0.958
0.959 0.953
0.994 0.994
0.976 0.975
0.741 0.743
0.822 0.818
0.389 0.395
0.680 0.687
0.667 0.669
0.862 0.844
0.893 0.902
0.970 0.967
0.968 0.968
0.878 0.885
0.901 0.896
0.890 0.901
0.820 0.816
0.691 0.702
0.581 0.582
0.717 0.710
0.734 0.725
0.809 0.825
0.796 0.797
0.868 0.873
0.901 0.897
0.851 0.852
0.610 0.641
0.277 0.260
0.648 0.671
0.741 0.716
0.806 0.813
0.854 0.857
0.836 0.833
0.890 0.888
0.827 0.798
0.880 0.907
0.925 0.923
0.940 0.940
0.941 0.934
0.937 0.936
0.938 0.940
0.972 0.968
0.973 0.970
0.945 0.943
0.920 0.926
0.908 0.909
0.904 0.911
0.854 0.863
0.850 0.853
0.727 0.735
0.892 0.888
0.938 0.942
0.963 0.964
0.919 0.925
0.921 0.918
0.834 0.837
0.896 0.910
0.728 0.717
0.789 0.814
0.670 0.661
0.758 0.755
0.823 0.833
0.638 0.633
0.739 0.736
0.882 0.881
0.856 0.859
0.965 0.962
0.871 0.884
0.914 0.913
0.988 0.987
0.983 0.979
0.858 0.864
0.850 0.841
0.714 0.712
0.562 0.574
0.758 0.772
