-nan -nan
0.545 0.607
0.410 0.417
0.429 0.429
0.448 0.448
0.465 0.465
0.483 0.483
0.501 0.501
0.518 0.518
0.533 0.534
0.550 0.553
0.566 0.570
0.581 0.585
0.596 0.599
0.609 0.612
0.622 0.624
0.635 0.636
0.648 0.649
0.662 0.661
0.674 0.674
0.687 0.686
0.698 0.697
0.708 0.707
0.717 0.717
0.727 0.726
0.736 0.735
0.745 0.744
0.754 0.753
0.763 0.762
0.772 0.771
0.780 0.779
0.789 0.788
0.797 0.796
0.805 0.804
0.813 0.812
0.819 0.819
0.825 0.824
0.830 0.830
0.835 0.835
0.840 0.840
0.845 0.844
0.852 0.849
0.857 0.854
0.862 0.859
0.866 0.863
0.872 0.870
0.885 0.890
0.902 0.964
0.937 0.972
0.962 0.979
0.927 0.931
0.959 0.970
0.975 0.974
0.969 0.969
0.941 0.945
0.944 0.943
0.945 0.945
0.954 0.953
0.958 0.957
0.957 0.957
0.939 0.941
0.936 0.936
0.939 0.939
0.928 0.930
0.930 0.930
0.934 0.934
0.935 0.935
0.919 0.919
0.923 0.923
0.927 0.927
0.931 0.930
0.930 0.931
0.930 0.929
0.928 0.929
0.919 0.920
0.914 0.915
0.892 0.892
0.896 0.896
0.900 0.899
0.905 0.904
0.911 0.911
0.917 0.916
0.915 0.916
0.915 0.915
0.920 0.920
0.924 0.925
0.904 0.904
0.907 0.906
0.908 0.907
0.908 0.908
0.908 0.908
0.905 0.905
0.900 0.900
0.899 0.903
0.915 0.919
0.926 0.926
0.925 0.925
0.920 0.921
0.916 0.917
