-nan -nan
0.059 0.050
0.095 0.089
0.107 0.102
0.178 0.171
0.239 0.240
0.247 0.248
0.248 0.249
0.248 0.247
0.247 0.249
0.249 0.244
0.247 0.248
0.249 0.249
0.247 0.248
0.249 0.250
0.248 0.248
0.248 0.249
0.249 0.248
0.247 0.249
0.249 0.248
0.247 0.247
0.249 0.247
0.247 0.245
0.248 0.249
0.249 0.248
0.247 0.249
0.249 0.248
0.247 0.248
0.249 0.249
0.247 0.248
0.248 0.249
0.248 0.247
0.247 0.249
0.249 0.244
0.247 0.247
0.249 0.249
0.247 0.248
0.249 0.249
0.248 0.248
0.247 0.249
0.249 0.248
0.247 0.248
0.249 0.248
0.247 0.247
0.249 0.247
0.248 0.245
0.248 0.249
0.249 0.248
0.247 0.249
0.249 0.249
0.247 0.248
0.249 0.249
0.247 0.248
0.248 0.249
0.248 0.247
0.247 0.249
0.249 0.245
0.247 0.247
0.249 0.249
0.247 0.248
0.248 0.249
0.248 0.248
0.247 0.249
0.249 0.248
0.247 0.248
0.249 0.248
0.247 0.247
0.305 0.304
0.314 0.304
0.306 0.304
0.307 0.310
0.307 0.302
0.305 0.307
0.309 0.306
0.304 0.308
0.309 0.308
0.305 0.306
0.308 0.309
0.306 0.306
0.305 0.308
0.308 0.303
0.304 0.307
0.309 0.308
0.305 0.300
0.308 0.309
0.306 0.306
0.306 0.310
0.308 0.307
0.305 0.309
0.309 0.307
0.305 0.307
0.309 0.306
0.305 0.303
0.307 0.309
0.307 0.303
0.305 0.306
0.309 0.306
0.305 0.308
0.309 0.309
