-nan -nan
0.963 0.909
0.965 0.986
0.966 0.966
0.966 0.966
0.965 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.965 0.965
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.965 0.966
0.966 0.966
0.966 0.966
0.966 0.965
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.965 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.965 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.966 0.966
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.966 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
0.965 0.965
