-nan -nan
0.985 0.985
0.979 0.978
0.977 0.976
0.976 0.977
0.976 0.976
0.973 0.974
0.953 0.952
0.951 0.952
0.924 0.922
0.865 0.867
0.839 0.837
0.808 0.808
0.795 0.799
0.819 0.815
0.794 0.794
0.852 0.853
0.889 0.891
0.866 0.865
0.852 0.850
0.834 0.834
0.815 0.816
0.782 0.778
0.752 0.754
0.748 0.748
0.741 0.745
0.728 0.723
0.708 0.707
0.717 0.718
0.768 0.771
0.750 0.748
0.841 0.843
0.839 0.835
0.837 0.836
0.809 0.812
0.844 0.844
0.865 0.866
0.836 0.835
0.829 0.826
0.836 0.836
0.862 0.862
0.873 0.874
0.894 0.896
0.894 0.892
0.908 0.909
0.886 0.885
0.889 0.889
0.864 0.864
0.875 0.876
0.859 0.861
0.878 0.876
0.891 0.891
0.866 0.866
0.848 0.849
0.839 0.838
0.840 0.840
0.798 0.801
0.826 0.823
0.812 0.813
0.797 0.798
0.752 0.753
0.780 0.782
0.767 0.767
0.801 0.799
0.790 0.789
0.803 0.802
0.811 0.812
0.773 0.771
0.701 0.701
0.702 0.705
0.649 0.647
0.714 0.716
0.670 0.670
0.676 0.672
0.664 0.663
0.651 0.654
0.670 0.669
0.692 0.695
0.717 0.715
0.662 0.663
0.648 0.647
0.616 0.614
0.590 0.593
0.589 0.586
0.562 0.563
0.575 0.575
0.697 0.695
0.734 0.736
0.712 0.711
0.752 0.753
0.748 0.750
0.728 0.726
0.731 0.733
0.716 0.717
0.802 0.798
0.823 0.825
0.845 0.842
0.882 0.885
0.910 0.910
