-nan -nan
0.884 0.883
0.835 0.822
0.787 0.782
0.941 0.941
0.941 0.938
0.679 0.686
0.648 0.645
0.681 0.688
0.732 0.736
0.778 0.786
0.833 0.834
0.916 0.916
0.912 0.914
0.913 0.911
0.967 0.969
0.980 0.985
0.970 0.983
0.920 0.924
0.921 0.917
0.957 0.957
0.946 0.954
0.931 0.920
0.888 0.900
0.921 0.923
0.941 0.942
0.670 0.674
0.738 0.757
0.866 0.863
0.902 0.891
0.899 0.909
0.934 0.933
0.708 0.721
0.781 0.773
0.654 0.659
0.823 0.821
0.895 0.891
0.955 0.954
0.978 0.978
0.986 0.984
0.992 0.993
0.990 0.991
0.998 0.997
0.994 0.993
0.999 0.997
0.952 0.963
0.943 0.943
0.901 0.890
0.848 0.873
0.881 0.885
0.929 0.918
0.957 0.956
0.947 0.949
0.989 0.984
0.978 0.984
0.993 0.991
0.994 0.995
0.934 0.935
0.635 0.641
0.755 0.745
0.825 0.827
0.927 0.926
0.900 0.904
0.928 0.923
0.729 0.730
0.649 0.654
0.771 0.771
0.810 0.813
0.664 0.666
0.520 0.520
0.654 0.641
0.782 0.787
0.913 0.914
0.758 0.767
0.854 0.849
0.928 0.920
0.947 0.947
0.966 0.965
0.957 0.964
0.943 0.941
0.900 0.920
0.937 0.931
0.976 0.976
0.943 0.940
0.866 0.885
0.849 0.821
0.554 0.592
0.757 0.751
0.575 0.589
0.569 0.568
0.735 0.722
0.780 0.791
0.767 0.768
0.828 0.831
0.920 0.920
0.953 0.955
0.973 0.975
0.927 0.928
0.948 0.942
