-nan -nan
0.569 0.570
0.512 0.510
0.543 0.548
0.553 0.553
0.495 0.503
0.659 0.663
0.395 0.400
0.442 0.447
0.554 0.577
0.624 0.627
0.474 0.494
0.492 0.494
0.494 0.492
0.548 0.565
0.416 0.417
0.497 0.498
0.618 0.629
0.862 0.862
0.942 0.942
0.941 0.941
0.954 0.954
0.953 0.953
0.764 0.762
0.424 0.434
0.483 0.484
0.689 0.694
0.787 0.784
0.935 0.934
0.894 0.894
0.944 0.944
0.934 0.935
0.940 0.940
0.795 0.794
0.448 0.454
0.454 0.446
0.573 0.589
0.429 0.437
0.635 0.646
0.757 0.758
0.883 0.882
0.911 0.911
0.888 0.888
0.898 0.898
0.913 0.913
0.915 0.914
0.861 0.861
0.411 0.418
0.552 0.555
0.604 0.608
0.528 0.523
0.681 0.695
0.427 0.432
0.531 0.528
0.808 0.814
0.865 0.862
0.938 0.938
0.944 0.944
0.923 0.923
0.937 0.936
0.930 0.930
0.399 0.393
0.464 0.472
0.475 0.481
0.818 0.823
0.882 0.880
0.927 0.927
0.923 0.923
0.927 0.926
0.921 0.921
0.921 0.922
0.927 0.926
0.925 0.925
0.932 0.932
0.925 0.926
0.922 0.922
0.925 0.925
0.930 0.930
0.930 0.930
0.928 0.928
0.929 0.929
0.921 0.921
0.847 0.845
0.458 0.461
0.428 0.427
0.434 0.445
0.566 0.572
0.689 0.690
0.861 0.862
0.916 0.916
0.479 0.476
0.438 0.441
0.451 0.455
0.419 0.417
0.529 0.536
0.837 0.834
0.922 0.922
0.920 0.920
0.675 0.671
