-nan -nan
0.492 0.476
0.735 0.748
0.607 0.620
0.378 0.375
0.249 0.252
0.183 0.180
0.135 0.135
0.109 0.108
0.092 0.092
0.078 0.079
0.070 0.069
0.060 0.060
0.703 0.704
0.677 0.685
0.432 0.426
0.844 0.844
0.983 0.983
0.951 0.950
0.983 0.983
0.939 0.938
0.898 0.897
0.857 0.857
0.545 0.545
0.491 0.491
0.893 0.892
0.873 0.873
0.909 0.911
0.574 0.574
0.699 0.695
0.702 0.706
0.832 0.829
0.773 0.775
0.902 0.902
0.817 0.814
0.925 0.928
0.901 0.900
0.982 0.982
0.983 0.982
0.877 0.881
0.631 0.626
0.702 0.702
0.447 0.447
0.343 0.342
0.898 0.898
0.856 0.857
0.874 0.872
0.961 0.960
0.912 0.914
0.778 0.774
0.856 0.856
0.839 0.838
0.939 0.942
0.785 0.780
0.932 0.931
0.629 0.636
0.586 0.579
0.880 0.880
0.949 0.949
0.900 0.900
0.888 0.890
0.669 0.666
0.875 0.877
0.868 0.866
0.892 0.896
0.909 0.905
0.885 0.885
0.903 0.907
0.976 0.975
0.791 0.793
0.906 0.905
0.847 0.850
0.874 0.873
0.709 0.714
0.672 0.671
0.900 0.896
0.799 0.799
0.956 0.957
0.976 0.976
0.802 0.799
0.569 0.573
0.811 0.806
0.912 0.913
0.945 0.946
0.624 0.619
0.397 0.397
0.728 0.729
0.977 0.979
0.953 0.951
0.980 0.980
0.968 0.968
0.891 0.892
0.749 0.751
0.807 0.804
0.807 0.808
0.983 0.986
0.984 0.973
0.804 0.804
0.436 0.436
