-nan -nan
0.089 0.083
0.211 0.224
0.518 0.487
0.884 0.893
0.288 0.296
0.179 0.175
0.155 0.155
0.215 0.219
0.202 0.199
0.308 0.310
0.975 0.974
0.949 0.947
0.967 0.967
0.957 0.956
0.953 0.954
0.948 0.948
0.950 0.950
0.950 0.950
0.958 0.958
0.953 0.954
0.947 0.946
0.893 0.889
0.914 0.915
0.906 0.906
0.866 0.866
0.882 0.880
0.875 0.874
0.884 0.885
0.882 0.883
0.912 0.912
0.908 0.908
0.885 0.883
0.885 0.883
0.934 0.934
0.935 0.934
0.957 0.958
0.949 0.948
0.944 0.944
0.905 0.904
0.910 0.909
0.927 0.927
0.895 0.891
0.886 0.883
0.884 0.883
0.942 0.944
0.959 0.960
0.942 0.940
0.949 0.949
0.945 0.945
0.957 0.957
0.952 0.952
0.953 0.954
0.945 0.944
0.955 0.954
0.955 0.955
0.937 0.935
0.904 0.902
0.906 0.905
0.878 0.876
0.881 0.881
0.938 0.940
0.944 0.943
0.957 0.958
0.957 0.958
0.950 0.949
0.952 0.953
0.934 0.934
0.907 0.906
0.930 0.928
0.929 0.928
0.914 0.912
0.933 0.934
0.923 0.924
0.925 0.923
0.921 0.921
0.927 0.928
0.919 0.918
0.930 0.930
0.939 0.940
0.942 0.943
0.916 0.915
0.905 0.906
0.920 0.921
0.928 0.929
0.934 0.936
0.908 0.908
0.941 0.941
0.947 0.946
0.947 0.947
0.956 0.957
0.955 0.954
0.949 0.950
0.953 0.953
0.947 0.947
0.938 0.937
0.908 0.907
0.904 0.903
0.899 0.901
