0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
806400.000 806400.000 806400.000 806400.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 3571200.000 7257600.000 7257600.000 14630400.000 14814720.000 11681280.000 8778240.000 7257600.000 7257600.000 7257600.000 7257600.000 7257600.000 7257600.000 7257600.000 7257600.000 1301760.000 7257600.000 7257600.000 10897920.000 7994880.000 6785280.000 5425920.000 3951360.000 3571200.000 3571200.000 3571200.000 3571200.000 2914560.000 2292480.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1831680.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1739520.000 1728000.000 1728000.000 1728000.000 1728000.000 1728000.000 403027200.000
357120.000 357120.000 357120.000 357120.000 4780800.000 4780800.000 4780800.000 4400640.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 2937600.000 610560.000 1589760.000 5149440.000 725760.000 725760.000 357120.000 1071360.000 172800.000 172800.000 725760.000 725760.000 357120.000 357120.000 357120.000 357120.000 357120.000 357120.000 748800.000 357120.000 357120.000 172800.000 172800.000 403200.000 414720.000 529920.000 1463040.000 1463040.000 1463040.000 1463040.000 1785600.000 2004480.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 2177280.000 1071360.000 1900800.000 2085120.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1854720.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1290240.000 1359360.000 1048320.000 3317760.000 3317760.000 3317760.000 3317760.000 3317760.000 225515520.000
5230080.000 4170240.000 4872960.000 4504320.000 1854720.000 1854720.000 1854720.000 2234880.000 3697920.000 3697920.000 3697920.000 3697920.000 3697920.000 3697920.000 3697920.000 3697920.000 22809600.000 20851200.000 18904320.000 1900800.000 7107840.000 8870400.000 11577600.000 21496320.000 26184960.000 1267200.000 41195520.000 37025280.000 5160960.000 5160960.000 5529600.000 5529600.000 9216000.000 9216000.000 9216000.000 9216000.000 2453760.000 27820800.000 31564800.000 11220480.000 22003200.000 29767680.000 24779520.000 18201600.000 13731840.000 22325760.000 22325760.000 22325760.000 15736320.000 8547840.000 4435200.000 4435200.000 4435200.000 4435200.000 4435200.000 4435200.000 1635840.000 4400640.000 4008960.000 3594240.000 3594240.000 3594240.000 3594240.000 3594240.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4124160.000 4815360.000 3110400.000 4008960.000 3237120.000 2799360.000 2799360.000 2799360.000 2799360.000 2833920.000 4008960.000 4008960.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 4573440.000 5322240.000 7706880.000 11024640.000 11024640.000 11024640.000 11024640.000 11024640.000 978819840.000
6785280.000 6359040.000 5368320.000 11520.000 7234560.000 7234560.000 7234560.000 7234560.000 7234560.000 7234560.000 6243840.000 6243840.000 6243840.000 6243840.000 6243840.000 6243840.000 28592640.000 30551040.000 11520.000 11520.000 9768960.000 14319360.000 13996800.000 24491520.000 172800.000 3467520.000 11520.000 21542400.000 6635520.000 6635520.000 6635520.000 6635520.000 2937600.000 2937600.000 2937600.000 2937600.000 5080320.000 11520.000 49685760.000 725760.000 34560.000 39052800.000 43303680.000 31104000.000 1370880.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 7176960.000 7176960.000 7176960.000 0.000 7211520.000 7603200.000 11520.000 11520.000 11520.000 11520.000 668160.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7603200.000 7211520.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7176960.000 8144640.000 5679360.000 7015680.000 322560.000 80640.000 80640.000 80640.000 80640.000 380160.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 875520.000 7015680.000 7015680.000 7015680.000 7015680.000 7015680.000 9446400.000 2280960.000 15897600.000 15897600.000 15897600.000 15897600.000 15897600.000 901647360.000
3778560.000 5990400.000 6336000.000 161280.000 15022080.000 7430400.000 15022080.000 15022080.000 15022080.000 15022080.000 5068800.000 5068800.000 7176960.000 7776000.000 16012800.000 16012800.000 6393600.000 6393600.000 714240.000 737280.000 11370240.000 1036800.000 15240960.000 16853760.000 43165440.000 1036800.000 23880960.000 13939200.000 19319040.000 5633280.000 29076480.000 27601920.000 9872640.000 9388800.000 28926720.000 28926720.000 1370880.000 2926080.000 34560.000 4976640.000 1428480.000 172800.000 2972160.000 0.000 380160.000 8559360.000 8559360.000 8559360.000 6508800.000 4181760.000 2741760.000 2741760.000 2741760.000 9365760.000 9365760.000 9365760.000 11520.000 9365760.000 9365760.000 552960.000 552960.000 552960.000 1002240.000 2062080.000 9365760.000 9365760.000 599040.000 599040.000 599040.000 2741760.000 9365760.000 9365760.000 9365760.000 9365760.000 9365760.000 9365760.000 9365760.000 4158720.000 3674880.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3052800.000 3110400.000 11070720.000 7822080.000 1797120.000 138240.000 3386880.000 3386880.000 3386880.000 3386880.000 80640.000 1797120.000 1797120.000 1797120.000 1797120.000 1797120.000 1797120.000 1797120.000 11520.000 11520.000 11520.000 11520.000 2741760.000 2741760.000 2741760.000 2741760.000 2741760.000 2741760.000 2499840.000 9216000.000 9216000.000 9216000.000 9216000.000 9216000.000 11047680.000 3985920.000 6220800.000 6220800.000 8029440.000 9331200.000 11381760.000 873642240.000
6842880.000 6416640.000 6312960.000 529920.000 18489600.000 8697600.000 17176320.000 17176320.000 17176320.000 17176320.000 2350080.000 2350080.000 1267200.000 7176960.000 17176320.000 17176320.000 4746240.000 4746240.000 1866240.000 1624320.000 14572800.000 4677120.000 17441280.000 10563840.000 19123200.000 1635840.000 21496320.000 12360960.000 11047680.000 5356800.000 18627840.000 20102400.000 702720.000 3386880.000 18547200.000 18547200.000 1981440.000 1463040.000 12752640.000 7027200.000 2949120.000 23270400.000 7464960.000 9285120.000 898560.000 15782400.000 15782400.000 15782400.000 11854080.000 7822080.000 5495040.000 5495040.000 5495040.000 12441600.000 12441600.000 12441600.000 840960.000 12441600.000 12441600.000 864000.000 864000.000 864000.000 587520.000 4573440.000 12441600.000 12441600.000 3144960.000 3144960.000 3144960.000 4112640.000 11531520.000 11531520.000 11531520.000 11531520.000 11531520.000 11531520.000 11531520.000 1036800.000 1497600.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1716480.000 1751040.000 12637440.000 10817280.000 2396160.000 587520.000 6140160.000 6140160.000 6140160.000 6140160.000 587520.000 2396160.000 2396160.000 2396160.000 2396160.000 2396160.000 2396160.000 2396160.000 864000.000 864000.000 864000.000 864000.000 5495040.000 5495040.000 5495040.000 5495040.000 5495040.000 5495040.000 5022720.000 12268800.000 12268800.000 12268800.000 12268800.000 12268800.000 14250240.000 6716160.000 2695680.000 2695680.000 967680.000 1578240.000 9688320.000 951563520.000
5771520.000 4492800.000 4907520.000 1670400.000 6693120.000 9699840.000 8006400.000 9377280.000 9377280.000 9377280.000 8893440.000 4838400.000 8052480.000 9296640.000 9377280.000 9377280.000 16611840.000 16611840.000 6140160.000 2499840.000 14676480.000 6566400.000 5368320.000 12660480.000 4872960.000 3052800.000 2937600.000 14584320.000 13236480.000 10540800.000 725760.000 725760.000 2568960.000 13616640.000 725760.000 725760.000 5333760.000 13178880.000 11520.000 2845440.000 7315200.000 0.000 34560.000 17210880.000 2810880.000 11301120.000 11301120.000 11301120.000 14019840.000 9941760.000 7660800.000 7660800.000 7660800.000 8167680.000 7902720.000 12787200.000 1831680.000 12787200.000 12787200.000 1670400.000 2188800.000 3052800.000 2903040.000 3490560.000 6359040.000 12787200.000 4435200.000 4435200.000 3456000.000 6232320.000 13697280.000 13697280.000 13697280.000 13697280.000 13697280.000 13697280.000 13697280.000 3985920.000 2476800.000 6048000.000 6048000.000 6048000.000 4089600.000 4089600.000 4089600.000 4089600.000 4089600.000 4089600.000 4089600.000 3179520.000 3179520.000 4089600.000 5690880.000 14757120.000 11381760.000 6163200.000 1728000.000 4285440.000 4285440.000 4285440.000 5472000.000 1601280.000 4204800.000 3271680.000 3271680.000 3271680.000 3271680.000 4204800.000 5690880.000 1866240.000 1866240.000 1866240.000 1866240.000 7660800.000 7660800.000 7660800.000 7660800.000 7660800.000 7660800.000 4780800.000 7580160.000 11151360.000 12648960.000 12648960.000 12648960.000 14376960.000 7787520.000 5690880.000 9607680.000 4999680.000 3156480.000 11854080.000 924284160.000
6243840.000 5621760.000 6013440.000 2684160.000 2119680.000 13455360.000 2119680.000 1416960.000 1416960.000 1416960.000 11047680.000 357120.000 11577600.000 11531520.000 725760.000 725760.000 17372160.000 17372160.000 9446400.000 5184000.000 19180800.000 80640.000 3536640.000 14883840.000 15897600.000 80640.000 14411520.000 16692480.000 15402240.000 80640.000 16577280.000 15379200.000 80640.000 17971200.000 16577280.000 16577280.000 7499520.000 17475840.000 57600.000 5195520.000 80640.000 9527040.000 9665280.000 15056640.000 5529600.000 357120.000 172800.000 172800.000 17441280.000 13121280.000 10621440.000 10621440.000 10264320.000 172800.000 80640.000 17095680.000 80640.000 17095680.000 17095680.000 299520.000 80640.000 5875200.000 5702400.000 3029760.000 3075840.000 17095680.000 80640.000 80640.000 357120.000 9158400.000 17095680.000 17095680.000 17095680.000 17095680.000 17095680.000 17095680.000 17095680.000 80640.000 80640.000 8294400.000 8294400.000 8294400.000 80640.000 80640.000 80640.000 80640.000 80640.000 80640.000 80640.000 357120.000 357120.000 80640.000 8962560.000 16934400.000 15448320.000 8501760.000 1601280.000 357120.000 357120.000 357120.000 80640.000 80640.000 80640.000 357120.000 357120.000 357120.000 357120.000 80640.000 8974080.000 80640.000 80640.000 80640.000 80640.000 10621440.000 10621440.000 10621440.000 10621440.000 10621440.000 10621440.000 80640.000 357120.000 7223040.000 16934400.000 16934400.000 16934400.000 18858240.000 11370240.000 357120.000 13478400.000 8121600.000 5333760.000 14019840.000 943948800.000
6266880.000 6428160.000 6370560.000 702720.000 11750400.000 5011200.000 11116800.000 2119680.000 10736640.000 10736640.000 1762560.000 1762560.000 14088960.000 14688000.000 11427840.000 1393920.000 34560.000 34560.000 11923200.000 7073280.000 0.000 5679360.000 12096000.000 18316800.000 2488320.000 3755520.000 725760.000 4907520.000 18869760.000 1762560.000 9895680.000 19180800.000 2983680.000 5230080.000 3663360.000 17982720.000 5299200.000 19952640.000 1428480.000 12960000.000 2833920.000 8121600.000 13466880.000 172800.000 8029440.000 9699840.000 9884160.000 944640.000 10448640.000 14434560.000 12176640.000 12176640.000 12533760.000 1267200.000 3283200.000 19526400.000 2845440.000 18144000.000 6220800.000 806400.000 2707200.000 8305920.000 7499520.000 1555200.000 1497600.000 6220800.000 4458240.000 4458240.000 4826880.000 3571200.000 7614720.000 18144000.000 13916160.000 3882240.000 3697920.000 3697920.000 7004160.000 4170240.000 3260160.000 1347840.000 1347840.000 11232000.000 4320000.000 4320000.000 4320000.000 4320000.000 4320000.000 4320000.000 3939840.000 4273920.000 4273920.000 1036800.000 11289600.000 5230080.000 17971200.000 11404800.000 3836160.000 5610240.000 5160960.000 1612800.000 1244160.000 2707200.000 3939840.000 4665600.000 4273920.000 1267200.000 1267200.000 1036800.000 11404800.000 2845440.000 2845440.000 2845440.000 2845440.000 12176640.000 12176640.000 3098880.000 2419200.000 12176640.000 12176640.000 4734720.000 2419200.000 9676800.000 19353600.000 19353600.000 18973440.000 2707200.000 4320000.000 1958400.000 15897600.000 10586880.000 8121600.000 17441280.000 928558080.000
